,stock,avg_volume,volatility,pc_change,trend_consistency,avg_close,avg_open,avg_high,avg_low,momentum_1m,momentum_3m,momentum_6m,momentum_1y,sector_Basic_Materials,sector_Consumer_Discretionary,sector_Consumer_Staples,sector_Energy,sector_Finance,sector_Healthcare,sector_Industrials,sector_Real_Estate,sector_Technology,sector_Telecommunications,sector_Utilities
53,MRNA,0.020739643375061373,0.7147156831079439,0.8735640479197735,0.6979693298015689,0.5788982315865386,0.5784246494344043,0.5805508545177112,0.5767589278658518,0.6798657048818145,0.13499042449111706,0.5344223551286201,0.7443035780339984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,REGN,0.0016746495877174256,0.218938964183228,0.7887186352683642,0.8274899879696272,0.8140855958580191,0.8140354518249944,0.8137570517883002,0.8143523313309802,0.6381398216396746,0.0,0.24193654742907894,0.7968323872491023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55,SNY,0.004415220194266128,0.08119665402641216,0.816567198951026,0.8024302194783791,0.43446484138793373,0.43408208947995097,0.4328828890013544,0.4358599310971078,0.6598365057267812,0.15501341291981635,0.6088440261501871,0.8428967045017082,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
56,VRTX,0.003464623804297228,0.20609301732767998,0.8080792373658761,0.8131000393417002,0.6931893941962379,0.6930135959416804,0.692609906782513,0.6936245783193429,0.6570934324511141,0.13848013493995429,0.5251730681079416,0.8612040311603162,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57,AXON,0.0013453122541958286,0.39423645170494903,0.8387388268419893,0.8059752598990922,0.6207623649288048,0.6204681028713579,0.6206880872645146,0.620572053542747,0.6836908264911272,0.15321785577738484,0.5906445942498777,0.7825291618406004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58,BKR,0.01752283642626733,0.3409767314738665,0.8492646628139029,0.7272509140046347,0.34536286445354303,0.34488337376152856,0.34485705799183114,0.34556965207049556,0.6660015568576025,0.16441016839154154,0.6223977098566155,0.8415727937374287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59,CSX,0.02907932101617557,0.1669819317033317,0.8015869927348205,0.8166798917577164,0.36590332670674997,0.36550167614740203,0.3647480176732968,0.3669418671576193,0.6733400449938307,0.1539762611881046,0.6134365044941257,0.8365367956515803,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60,FER,5.072017181572289e-05,0.12252890586388687,0.8270619157323231,0.0,0.3928023739927913,0.392374255999293,0.39084757983802443,0.39467873470009146,0.6905854527484028,0.14776156491266962,0.6016137612629713,0.8362523438939835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
61,HON,0.006759838566131481,0.14988984833794372,0.7826296702290686,0.777933591852103,0.630744048145438,0.6305559697939619,0.6297677966473562,0.6316167606367646,0.6584052141809702,0.20181699094217675,0.6519895249484662,0.7984820105595709,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62,LIN,0.0038143495219059697,0.04435588500059781,0.8699483838629147,1.0,0.7393574891568667,0.7391184081728914,0.7381293352180757,0.740427045427891,0.6400903348858843,0.12046826141868144,0.5707594814117124,0.7743818155540669,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
63,ODFL,0.0035730613920112427,0.2576574560140468,0.8617090596838936,0.8985068234227914,0.5895690534752163,0.5892773051437872,0.5892302700030757,0.589787458901277,0.6636474617891589,0.14631339289486667,0.576117314846299,0.8039681590045691,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
64,ROP,0.0011307390776627187,0.16380388156458509,0.7830862431791086,0.8131000393417002,0.752356610533965,0.7522673723014882,0.7515786134034436,0.7531107137869701,0.5987764778842241,0.20715903148291953,0.5366366480156014,0.791843002052698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
65,SYM,0.0017722327633221287,0.8962569776426849,0.8272491206596001,0.6373224081089052,0.3234280662236432,0.3232597281737788,0.325517610063289,0.32126695430024743,0.6776604378904257,0.14849323494675978,0.6127655026027984,0.8411354747755525,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
66,TER,0.0041136258496121455,0.3196223241141911,0.8259277398501025,0.7506029645162892,0.5424028728610428,0.5421269563131756,0.5422265080099974,0.54235655634128,0.6563602235802557,0.16471665630469814,0.5869584673116105,0.7936281344814843,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
67,AGNC,0.023798054640522072,0.27643411078574315,0.6812474080457254,0.6632685263674055,0.23587463245347132,0.23554882484056153,0.23464647534874095,0.23696672458808576,0.6746034373607065,0.1552372791926002,0.6192892840164,0.8431936344216092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
68,AGNCL,6.023720102418793e-05,0.07847840050914551,0.7520181436007212,0.6593282982484332,0.3205859563336836,0.3201999216809014,0.318893072141357,0.3222085519508531,0.6874089666276915,0.14670155369911303,0.6113345049909361,0.8433169444240742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,AGNCM,5.487032078043713e-05,0.28127884342551845,0.8177666972239532,0.8755912885635665,0.32667542338829425,0.32622204025844925,0.32488753364931544,0.3282531092941606,0.675225128634552,0.15582153687121483,0.6169165083746034,0.8428380352701703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
70,AGNCN,7.983111554015262e-05,0.23136801312158556,0.7899897216345032,0.7305554988606234,0.3343685261371948,0.33395265714466393,0.332428599331306,0.33608830968795317,0.6774078300731917,0.15557441723177248,0.6163020148049876,0.8428728009814913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
71,EQIX,0.0010678053756019248,0.20654813328802496,0.801828005981967,0.7848762753661521,0.8223661909273546,0.8222914505178339,0.8219668857349697,0.8226537169304897,0.5446599299737078,0.09830120342043284,0.38353325579886044,0.7636336600524405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
72,GLPI,0.00306751523850127,0.29306479941445734,0.7417886630517165,0.6979693298015689,0.42053659051460845,0.4202422886688151,0.41950366520738314,0.42142578465887354,0.6704859002642136,0.16677035555860525,0.6252443940957627,0.8397842517530655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
73,HST,0.01828350078426812,0.312983249678771,0.7573948673718967,0.743878248548591,0.2750544723537698,0.2746507849179779,0.27439746690957106,0.2754851523884289,0.6770800360467445,0.15733979510070467,0.621620519154335,0.842933090679999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
74,LAMR,0.0011354091487837013,0.3309227355214506,0.8139446884696991,0.84207021690999,0.5310121003755982,0.5307152157541002,0.5304018397576038,0.5314265059873096,0.660096924075737,0.19396594417919588,0.6452195719030475,0.8327483769432014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
75,REG,0.00237576257729118,0.24950432358264257,0.7623837620455037,0.6915725995425187,0.46156224923522804,0.461269070601647,0.46070612777802666,0.46220351501148377,0.6832100619190047,0.17401504438300308,0.6420426400835479,0.844895294057727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
76,SBAC,0.001665705630434981,0.2305858035393098,0.7671809597139546,0.8059752598990922,0.6811406895380285,0.6810252233651087,0.6807926461928554,0.681423388055149,0.6395776741128819,0.09923701352797096,0.5305928669753934,0.8325427990271149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
77,AAPL,0.20434664481683895,0.18414246155098846,0.9026765391592532,0.9660403310416589,0.5941858275652336,0.5938137873477778,0.5933002793264806,0.5948361774954205,0.6356916872848016,0.15618110862291715,0.5767054903219465,0.7953743365472404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78,AMD,0.1424510485108305,0.4269847766232948,0.8078024300721236,0.7239566721372407,0.5378278324275462,0.5376256029167079,0.5382612080462492,0.5372068430997832,0.6402445671483666,0.1454424160645328,0.5843687208608457,0.8110914232263481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
79,ASML,0.0023367853387091255,0.23710410204795457,0.8135915205431874,0.8457454484599406,0.7977406411036769,0.797674010726395,0.7973962608118259,0.7979679816199539,0.5754847818784359,0.18705956103406093,0.49661605644745055,0.6096644858239724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
80,AVGO,0.054535410703788215,0.271679882760375,0.8333490388463961,0.8024302194783791,0.48406535049406596,0.4837384103059491,0.4835466526595197,0.48433175555929336,0.6794788120401295,0.15911035553576705,0.6115829976766164,0.8294980078924389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81,GOOG,0.06124097766476252,0.1781513935540589,0.8784797636536529,0.9825170267907054,0.558398489154756,0.5580442356699123,0.5575552672831896,0.5591217974345504,0.6609865555494545,0.16024626016676247,0.6049000097070111,0.8134906916225622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82,GOOGL,0.07357888216258449,0.17950181145507949,0.8604833124434553,0.9377529693311192,0.5574129497742835,0.5570790711285244,0.5565793140168191,0.558100311155155,0.660526392289356,0.1604755482877348,0.6047470556892997,0.8140709420599711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83,META,0.05160362801579561,0.26216420159506704,0.8842585136223637,0.8311170597249394,0.6904432790621379,0.6901990321232475,0.690165495844218,0.690605353596663,0.6092991960542381,0.20305080991007665,0.5559422485478421,0.7693838457021754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
84,MSFT,0.0638295241642633,0.1658631231795658,0.8299859893119557,0.9023714693696218,0.6879465410009954,0.6877477539737583,0.6871207233703266,0.6885970575129059,0.6358610601489674,0.14720013075314856,0.548343994840661,0.7826117618047185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
85,NVDA,1.0,0.4112107640902556,0.9090781055389071,0.8494328698326107,0.3885192032288045,0.3881362186625784,0.38854272822336433,0.3880574486770995,0.6740045781141998,0.14722956051842181,0.6058973925808337,0.8371669244289117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
86,QCOM,0.02026742424636548,0.2660946233672564,0.7847152700113068,0.7710353415125434,0.5772917707460613,0.5770910583951224,0.5769654871480584,0.5774860847913152,0.6546553918306967,0.17191671424254415,0.5987745046609473,0.7914822324582761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87,CHTR,0.0027566053564297456,0.24010377261895854,0.7994894616037138,0.7676027456966127,0.762111172411374,0.7619990510423164,0.761922498964188,0.76238652845727,0.5312566618647409,0.1940622724475452,0.511588989003833,0.7120201148753134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
88,CMCSA,0.04532943142509174,0.1843203271560548,0.8144227378477026,0.8166798917577164,0.4166994721941073,0.41631178644711864,0.41565688121178035,0.4175774622587258,0.6690335128133903,0.15847330394511677,0.6167678178960978,0.8335549799033367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
89,CSCO,0.04610052932845305,0.1342324254219508,0.8428169618852902,0.8605688823780749,0.43207800432182786,0.4316502904879138,0.4307606391421569,0.4331644195404894,0.6628036599073638,0.15838450560952927,0.6122622537817716,0.8412256065705782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
90,FYBR,0.004134596765996448,0.40559631147632647,0.8513659909654672,0.7502848031009913,0.3374422904836122,0.3369483991157354,0.3371744601051588,0.33741330324120916,0.6800605139568086,0.1411771559087297,0.6049960558541647,0.8462461829581306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
91,LBRDA,0.0003475461046237383,0.24033656725989838,0.7839516636837138,0.8166798917577164,0.5506077130645728,0.5503751395512257,0.549990202183077,0.5512558337271183,0.6375782062545624,0.16706091975870818,0.6016170881088475,0.8182314712285209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
92,LBRDK,0.0021758031363010664,0.24479601096771259,0.7865749695882986,0.7676027456966127,0.5527469389999246,0.552503784217067,0.5522258635644492,0.5532760463159878,0.637956317547271,0.16415660504272514,0.6006639896084967,0.8170701767094847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
93,ROKU,0.01600620041506241,0.6207206723159477,0.7999046725443424,0.6726167927748601,0.592822787470605,0.5927299080041599,0.5943198701005452,0.5913556304634735,0.7125506301720296,0.21911839621374662,0.601781278214345,0.6390833118704287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
94,TMUS,0.010922692633490494,0.15624953112927348,0.8292343143332314,0.8494328698326107,0.5801406356533961,0.5798364589154767,0.5791255438698211,0.5809648392313382,0.666831665579235,0.13775172980462763,0.5725048830680737,0.8055889399662847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
95,VOD,0.011988400718943913,0.10086981223261687,0.7475085516993423,0.6632685263674055,0.24643912502461282,0.24600152900979363,0.2447636032689527,0.24796528607475427,0.6747560546256759,0.15494519491744443,0.6175657783187808,0.8433173531729988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
96,WBD,0.03742372632385415,0.5020747688867885,0.8384588378552053,0.7573704449734481,0.30108670800555126,0.30062261399760315,0.301579999187678,0.3003942078335693,0.6776638576476592,0.16339930365139377,0.6270702290266638,0.8309001199516399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
97,AEP,0.00672625633511254,0.17067764758828324,0.7888729473803986,0.823874808252857,0.5167567756591137,0.5164727742623809,0.5157030336524043,0.5176399811882098,0.6669957897014839,0.16173490303352256,0.6312152735176464,0.850048669651918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98,CEG,0.005556564971439761,0.3656424910265098,0.9574401959605852,0.8663061635567978,0.5598133079845911,0.5594699595479004,0.5597867856799614,0.5594813671800871,0.673543342899502,0.1295590424660179,0.5694251512334253,0.8183890606994653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
99,CWST,0.0005985318639447914,0.2330720732344289,0.834112645173989,0.8024302194783791,0.494503926539142,0.49415608643721887,0.49370100381949344,0.4950306007063356,0.6730622250466735,0.15206810437490798,0.6052098736571088,0.8305669604654062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100,EVRG,0.0040186244264480515,0.18443650420650604,0.7886311387099941,0.8568445254369129,0.4607219338884354,0.4604000695485101,0.4596406577706664,0.4616246340744537,0.6707934563530773,0.15537630303243405,0.6221869979843372,0.8492359184985238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
101,EXC,0.014423184533405038,0.18015114368023777,0.8180554358665743,0.8095318476827394,0.3892679377640196,0.3888536468778334,0.38807489534504525,0.3902211379234252,0.6728556224523414,0.15582042076537603,0.6210817276553493,0.8435523168178045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
102,LNT,0.0032817417868442394,0.16166388652571,0.787737878391362,0.7918638227478204,0.4470853644835515,0.44675203119264173,0.44594136707002485,0.4480231569270195,0.6700535856174782,0.15435905026956417,0.6193509102138415,0.8441466946979238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
103,NFE,0.0028470156305768473,0.6369727081122672,0.666590143672231,0.6357282812539894,0.3681036753232175,0.36793964979854776,0.36929391498240505,0.36693153289490205,0.6793785812569849,0.15508863809743195,0.6078296073319082,0.8140681519640743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
104,NWE,0.0008021298879061509,0.19742440370340908,0.7393451228034192,0.6915725995425187,0.45371590223206204,0.45345801423882104,0.4527329446898407,0.45452605621459624,0.6771876352560418,0.16137173856589535,0.6393412706767116,0.8498326382328855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105,OTTR,0.00039228189577203795,0.2536595249296808,0.7602281650165695,0.7272509140046347,0.4691069048664339,0.46884201304039963,0.46838523046829417,0.46968023465633585,0.6690516815354105,0.15764205275621418,0.6307458206721821,0.8476008623098613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
106,XEL,0.0075116389303154195,0.1703344321655333,0.8046684624359611,0.8131000393417002,0.47292719732618815,0.47258946269653335,0.47182813870317963,0.47381640470834635,0.6730593988010258,0.1496137244595692,0.609618434853221,0.8413783935510156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
